Plot,Location,Year,Rep,Block,Row,Col,DIISet,Female,FemaleGeno,Male,MaleGeno,Entry,Geno,Check?,Stand count,PlantHt,EarHt,Flavor,Tenderness,Husk,Tip,Width,Length,Pollen,Silk
3314,OSU,2015,1,3,10,7,,,,,,19,We08421a,,13,85,35,,,4,1,15,13,,
3315,OSU,2015,1,3,10,6,2,12,We07403a,19,We08421a,78,We07403a x We08421a,,17,130,50,,,,3,16,18,,
3316,OSU,2015,1,3,10,5,3,16,We08411,10,We06409b,91,We08411 x We06409b,,9,140,50,,,3,4,16,18,,
3317,OSU,2015,1,3,10,4,,,,,,142,Who Gets Kissed?,Check,20,160,70,,,2,4,18,21,,
3318,OSU,2015,1,3,10,3,4,28,We11401,24,We09423a,135,We11401 x We09423a,,16,155,65,,,,3,16,13,,
3319,OSU,2015,1,3,10,2,4,31,We11407,8,We05407,136,We11407 x We05407,,18,140,40,,,,4,16,19,,
3320,OSU,2015,1,3,10,1,3,37,Wu04819,35,We12401,115,Wu04819 x We12401,,16,165,65,,,2,4,15,18,,
3321,OSU,2015,1,3,11,1,3,37,Wu04819,27,We1095407-4,113,Wu04819 x We1095407-4,,21,190,85,,,4,4,15,19,,
3322,OSU,2015,1,3,11,2,3,23,We09418,25,We09426,107,We09418 x We09426,,19,170,70,,,1,4,15,18,,
3323,OSU,2015,1,3,11,3,2,33,We11409,14,We08407,87,We11409 x We08407,,21,160,50,,,5,4,15,18,,
3324,OSU,2015,1,3,11,4,,,,,,143,Temptation,Check,22,150,65,,,2,4,15,16,,
3325,OSU,2015,1,3,11,5,3,23,We09418,27,We1095407-4,108,We09418 x We1095407-4,,17,150,65,,,3,3,15,17,,
3326,OSU,2015,1,3,11,6,4,26,We1095407-2,8,We05407,126,We1095407-2 x We05407,,9,140,50,,,3,4,14,14,,
3327,OSU,2015,1,3,11,7,,,,,,30,We11406,,3,105,30,,,,,,,,
3328,OSU,2015,1,3,11,8,4,31,We11407,11,We06410,137,We11407 x We06410,,11,170,70,,,4,2,17,20,,
3329,OSU,2015,1,3,11,9,1,36,Wu04806,22,We09415,63,Wu04806 x We09415,,16,170,60,,,3,3,15,20,,
3330,OSU,2015,1,3,11,10,,,,,,24,We09423a,,15,150,50,,,4,3,14,17,,
3331,OSU,2015,1,3,12,10,2,1,We01403,19,We08421a,68,We01403 x We08421a,,18,170,70,,,,,,,,
3332,OSU,2015,1,3,12,9,2,33,We11409,5,We03418b,86,We11409 x We03418b,,17,170,60,,,2,3,16,17,,
3333,OSU,2015,1,3,12,8,,,,,,33,We11409,,9,140,50,,,4,1,12,16,,
3334,OSU,2015,1,3,12,7,2,9,We05410,5,We03418b,71,We05410 x We03418b,,18,155,65,,,3,3,16,17,,
3335,OSU,2015,1,3,12,6,4,39,Wu10802R,24,We09423a,125,Wu10802R x We09423a,,19,160,55,,,4,5,16,18,,
3336,OSU,2015,1,3,12,5,2,9,We05410,19,We08421a,73,We05410 x We08421a,,17,170,65,,,4,4,17,18,,
3337,OSU,2015,1,3,12,4,,,,,,36,Wu04806,,5,120,45,,,1,5,15,16,,
3338,OSU,2015,1,3,12,3,,,,,,40,Wu10803R,,2,120,75,,,,,,,,
3401,OSU,2015,1,4,13,1,1,7,We05401,32,We11408,55,We05401 x We11408,,17,150,60,,,2,4,15,16,,
3402,OSU,2015,1,4,13,2,3,37,Wu04819,10,We06409b,111,Wu04819 x We06409b,,8,165,70,,,2,4,15,16,,
3403,OSU,2015,1,4,13,3,4,2,We02402,13,We07403b,118,We02402 x We07403b,,22,155,60,,,2,5,15,18,,
3404,OSU,2015,1,4,13,4,4,39,Wu10802R,21,We09404,124,Wu10802R x We09404,,19,175,70,,,2,4,14,15,,
3405,OSU,2015,1,4,13,5,,,,,,39,Wu10802R,,17,125,60,,,5,3,10,11,,
3406,OSU,2015,1,4,13,6,,,,,,32,We11408,,10,130,50,,,4,,,,,
3407,OSU,2015,1,4,13,7,3,20,We09403,27,We1095407-4,103,We09403 x We1095407-4,,9,170,80,,,3,4,14,17,,
3408,OSU,2015,1,4,13,8,,,,,,14,We08407,,8,110,35,,,5,4,12,15,,
3409,OSU,2015,1,4,13,9,1,36,Wu04806,40,Wu10803R,64,Wu04806 x Wu10803R,,21,170,60,,,2,4,14,17,,
3410,OSU,2015,1,4,13,10,2,1,We01403,14,We08407,67,We01403 x We08407,,23,160,75,,,4,3,15,18,,
3411,OSU,2015,1,4,14,10,4,2,We02402,8,We05407,116,We02402 x We05407,,19,170,70,,,3,4,13,15,,
3412,OSU,2015,1,4,14,9,1,36,Wu04806,17,We08413,62,Wu04806 x We08413,,16,150,60,,,3,3,15,16,,
3413,OSU,2015,1,4,14,8,,,,,,23,We09418,,14,80,35,,,2,2,13,15,,
3414,OSU,2015,1,4,14,7,1,36,Wu04806,6,We04401,61,Wu04806 x We04401,,16,140,50,,,4,3,15,15,,
3415,OSU,2015,1,4,14,6,1,38,Wu07812,22,We09415,58,Wu07812 x We09415,,16,155,50,,,4,5,15,17,,
3416,OSU,2015,1,4,14,5,1,4,We03418a,17,We08413,47,We03418a x We08413,,18,165,60,,,3,4,15,16,,
3417,OSU,2015,1,4,14,4,1,4,We03418a,32,We11408,50,We03418a x We11408,,13,145,40,,,4,2,14,16,,
3418,OSU,2015,1,4,14,3,,,,,,29,We11403,,9,130,60,,,3,2,15,12,,
3419,OSU,2015,1,4,14,2,3,20,We09403,35,We12401,105,We09403 x We12401,,15,155,60,,,1,3,16,18,,
3420,OSU,2015,1,4,14,1,4,26,We1095407-2,11,We06410,127,We1095407-2 x We06410,,16,150,60,,,2,4,15,17,,
3421,OSU,2015,1,4,15,1,,,,,,31,We11407,,2,130,40,,,,,,,,
3422,OSU,2015,1,4,15,2,3,16,We08411,30,We11406,94,We08411 x We11406,,10,150,60,,,2,5,16,17,,
3423,OSU,2015,1,4,15,3,1,7,We05401,17,We08413,52,We05401 x We08413,,16,140,60,,,3,4,14,15,,
3424,OSU,2015,1,4,15,4,,,,,,37,Wu04819,,13,110,40,,,4,4,15,14,,
3425,OSU,2015,1,4,15,5,,,,,,8,We05407,,11,100,20,,,4,4,14,10,,
3426,OSU,2015,1,4,15,6,1,3,We02406,32,We11408,45,We02406 x We11408,,7,140,60,,,3,3,15,18,,
3427,OSU,2015,1,4,15,7,,,,,,17,We08413,,18,60,25,,,4,3,12,12,,
3428,OSU,2015,1,4,15,8,,,,,,142,Who Gets Kissed?,Check,2,150,60,,,,,,,,
3429,OSU,2015,1,4,15,9,2,12,We07403a,34,We11416,80,We07403a x We11416,,19,150,60,,,3,4,16,13,,
3430,OSU,2015,1,4,15,10,4,39,Wu10802R,8,We05407,121,Wu10802R x We05407,,22,160,70,,,3,4,16,18,,
3431,OSU,2015,1,4,16,10,3,20,We09403,30,We11406,104,We09403 x We11406,,22,165,60,,,1,4,16,17,,
3432,OSU,2015,1,4,16,9,4,2,We02402,24,We09423a,120,We02402 x We09423a,,17,170,70,,,4,3,14,17,,
3433,OSU,2015,1,4,16,8,,,,,,143,Temptation,Check,13,165,60,,,3,3,15,17,,
3434,OSU,2015,1,4,16,7,2,9,We05410,29,We11403,74,We05410 x We11403,,20,150,70,,,3,2,16,15,,
3435,OSU,2015,1,4,16,6,2,15,We08408,14,We08407,82,We08408 x We08407,,17,140,45,,,5,3,15,15,,
3436,OSU,2015,1,4,16,5,1,3,We02406,40,Wu10803R,44,We02406 x Wu10803R,,13,170,70,,,2,2,14,20,,
3437,OSU,2015,1,4,16,4,2,15,We08408,19,We08421a,83,We08408 x We08421a,,22,160,70,,,2,4,16,16,,
3438,OSU,2015,1,4,16,3,,,,,,141,Ambrosia,Check,4,175,60,,,3,1,16,20,,
3501,OSU,2015,2,5,1,11,3,18,We08417,25,We09426,97,We08417 x We09426,,11,140,40,,,4,3,15,17,,
3502,OSU,2015,2,5,1,12,,,,,,27,We1095407-4,,14,175,105,,,3,4,13,16,,
3503,OSU,2015,2,5,1,13,,,,,,30,We11406,,11,130,40,,,3,4,15,12,,
3504,OSU,2015,2,5,1,14,3,16,We08411,10,We06409b,91,We08411 x We06409b,,14,145,50,,,2,4,15,15,,
3505,OSU,2015,2,5,1,15,2,15,We08408,19,We08421a,83,We08408 x We08421a,,22,165,70,,,2,5,15,12,,
3506,OSU,2015,2,5,1,16,2,12,We07403a,19,We08421a,78,We07403a x We08421a,,22,150,40,,,3,2,16,19,,
3507,OSU,2015,2,5,1,17,4,31,We11407,21,We09404,139,We11407 x We09404,,19,150,50,,,2,4,15,19,,
3508,OSU,2015,2,5,1,18,4,26,We1095407-2,24,We09423a,130,We1095407-2 x We09423a,,15,170,70,,,4,5,15,18,,
3509,OSU,2015,2,5,1,19,4,28,We11401,8,We05407,131,We11401 x We05407,,22,165,60,,,4,3,16,15,,
3510,OSU,2015,2,5,1,20,4,28,We11401,21,We09404,134,We11401 x We09404,,22,170,70,,,2,4,16,18,,
3511,OSU,2015,2,5,2,20,4,31,We11407,11,We06410,137,We11407 x We06410,,13,170,50,,,2,4,16,18,,
3512,OSU,2015,2,5,2,19,1,3,We02406,6,We04401,41,We02406 x We04401,,11,160,60,,,3,4,16,15,,
3513,OSU,2015,2,5,2,18,,,,,,6,We04401,,14,140,35,,,4,3,15,15,,
3514,OSU,2015,2,5,2,17,1,36,Wu04806,40,Wu10803R,64,Wu04806 x Wu10803R,,16,180,70,,,3,5,16,19,,
3515,OSU,2015,2,5,2,16,,,,,,17,We08413,,17,110,35,,,4,3,14,15,,
3516,OSU,2015,2,5,2,15,4,2,We02402,11,We06410,117,We02402 x We06410,,21,170,75,,,3,3,15,18,,
3517,OSU,2015,2,5,2,14,,,,,,1,We01403,,12,120,30,,,5,3,14,12,,
3518,OSU,2015,2,5,2,13,2,1,We01403,19,We08421a,68,We01403 x We08421a,,23,140,60,,,3,3,17,17,,
3519,OSU,2015,2,5,2,12,,,,,,9,We05410,,20,130,30,,,3,1,15,14,,
3520,OSU,2015,2,5,2,11,2,33,We11409,34,We11416,90,We11409 x We11416,,21,160,60,,,3,4,15,16,,
3521,OSU,2015,2,5,3,11,3,23,We09418,27,We1095407-4,108,We09418 x We1095407-4,,18,160,75,,,2,5,15,16,,
3522,OSU,2015,2,5,3,12,,,,,,39,Wu10802R,,15,130,50,,,5,2,12,15,,
3523,OSU,2015,2,5,3,13,1,38,Wu07812,22,We09415,58,Wu07812 x We09415,,22,165,40,,,5,3,15,15,,
3524,OSU,2015,2,5,3,14,3,23,We09418,30,We11406,109,We09418 x We11406,,20,140,40,,,1,4,15,16,,
3525,OSU,2015,2,5,3,15,,,,,,141,Ambrosia,Check,7,150,55,,,3,4,11,17,,
3526,OSU,2015,2,5,3,16,2,1,We01403,5,We03418b,66,We01403 x We03418b,,23,185,50,,,4,4,16,17,,
3527,OSU,2015,2,5,3,17,2,33,We11409,5,We03418b,86,We11409 x We03418b,,17,150,50,,,2,5,16,19,,
3528,OSU,2015,2,5,3,18,,,,,,38,Wu07812,,11,110,40,,,5,3,14,13,,
3529,OSU,2015,2,5,3,19,2,1,We01403,34,We11416,70,We01403 x We11416,,17,155,60,,,4,4,15,15,,
3530,OSU,2015,2,5,3,20,,,,,,24,We09423a,,11,125,50,,,2,5,13,15,,
3531,OSU,2015,2,5,4,20,,,,,,142,Who Gets Kissed?,Check,4,130,70,,,5,2,16,17,,
3532,OSU,2015,2,5,4,19,1,38,Wu07812,40,Wu10803R,59,Wu07812 x Wu10803R,,20,165,70,,,2,5,14,18,,
3533,OSU,2015,2,5,4,18,1,4,We03418a,22,We09415,48,We03418a x We09415,,22,180,70,,,3,4,16,20,,
3534,OSU,2015,2,5,4,17,1,7,We05401,32,We11408,55,We05401 x We11408,,19,150,45,,,3,3,16,18,,
3535,OSU,2015,2,5,4,16,4,31,We11407,24,We09423a,140,We11407 x We09423a,,19,165,40,,,4,3,15,20,,
3536,OSU,2015,2,5,4,15,1,4,We03418a,40,Wu10803R,49,We03418a x Wu10803R,,19,170,60,,,2,5,16,18,,
3537,OSU,2015,2,5,4,14,1,36,Wu04806,17,We08413,62,Wu04806 x We08413,,23,120,25,,,3,3,15,17,,
3538,OSU,2015,2,5,4,13,,,,,,143,Temptation,Check,23,150,50,,,2,3,15,14,,
3601,OSU,2015,2,6,5,11,2,15,We08408,14,We08407,82,We08408 x We08407,,22,145,45,,,5,4,15,15,,
3602,OSU,2015,2,6,5,12,1,3,We02406,22,We09415,43,We02406 x We09415,,19,155,55,,,2,3,16,17,,
3603,OSU,2015,2,6,5,13,,,,,,14,We08407,,10,115,30,,,5,2,14,13,,
3604,OSU,2015,2,6,5,14,4,26,We1095407-2,21,We09404,129,We1095407-2 x We09404,,20,160,55,,,2,3,14,18,,
3605,OSU,2015,2,6,5,15,2,15,We08408,5,We03418b,81,We08408 x We03418b,,17,160,60,,,1,5,14,17,,
3606,OSU,2015,2,6,5,16,,,,,,141,Ambrosia,Check,14,160,60,,,1,3,16,16,,
3607,OSU,2015,2,6,5,17,,,,,,33,We11409,,22,145,50,,,,3,15,15,,
3608,OSU,2015,2,6,5,18,,,,,,143,Temptation,Check,23,155,60,,,4,4,17,18,,
3609,OSU,2015,2,6,5,19,2,33,We11409,19,We08421a,88,We11409 x We08421a,,22,180,75,,,2,1,16,18,,
3610,OSU,2015,2,6,5,20,1,7,We05401,40,Wu10803R,54,We05401 x Wu10803R,,18,165,70,,,3,5,15,18,,
3611,OSU,2015,2,6,6,20,,,,,,8,We05407,,11,105,30,,,3,4,14,15,,
3612,OSU,2015,2,6,6,19,4,28,We11401,11,We06410,132,We11401 x We06410,,22,185,70,,,4,4,16,17,,
3613,OSU,2015,2,6,6,18,,,,,,36,Wu04806,,7,115,15,,,4,1,12,15,,
3614,OSU,2015,2,6,6,17,,,,,,16,We08411,,15,115,30,,,4,2,14,13,,
3615,OSU,2015,2,6,6,16,2,33,We11409,14,We08407,87,We11409 x We08407,,20,170,50,,,4,3,15,17,,
3616,OSU,2015,2,6,6,15,4,39,Wu10802R,21,We09404,124,Wu10802R x We09404,,23,165,50,,,3,4,16,16,,
3617,OSU,2015,2,6,6,14,4,26,We1095407-2,8,We05407,126,We1095407-2 x We05407,,14,165,50,,,3,3,14,16,,
3618,OSU,2015,2,6,6,13,4,39,Wu10802R,13,We07403b,123,Wu10802R x We07403b,,24,155,55,,,5,5,14,12,,
3619,OSU,2015,2,6,6,12,,,,,,2,We02402,,15,130,60,,,5,1,11,15,,
3620,OSU,2015,2,6,6,11,4,31,We11407,8,We05407,136,We11407 x We05407,,22,130,50,,,2,4,14,15,,
3621,OSU,2015,2,6,7,11,3,37,Wu04819,27,We1095407-4,113,Wu04819 x We1095407-4,,20,200,90,,,2,4,14,19,,
3622,OSU,2015,2,6,7,12,,,,,,37,Wu04819,,5,100,45,,,5,1,12,11,,
3623,OSU,2015,2,6,7,13,1,3,We02406,40,Wu10803R,44,We02406 x Wu10803R,,18,155,60,,,4,4,13,12,,
3624,OSU,2015,2,6,7,14,1,7,We05401,17,We08413,52,We05401 x We08413,,23,150,60,,,5,5,15,14,,
3625,OSU,2015,2,6,7,15,,,,,,26,We1095407-2,,8,130,45,,,5,2,12,15,,
3626,OSU,2015,2,6,7,16,3,20,We09403,27,We1095407-4,103,We09403 x We1095407-4,,25,185,90,,,2,5,15,18,,
3627,OSU,2015,2,6,7,17,3,18,We08417,10,We06409b,96,We08417 x We06409b,,25,170,75,,,3,4,16,16,,
3628,OSU,2015,2,6,7,18,,,,,,142,Who Gets Kissed?,Check,18,175,50,,,3,2,16,19,,
3629,OSU,2015,2,6,7,19,4,26,We1095407-2,11,We06410,127,We1095407-2 x We06410,,19,180,70,,,,4,15,18,,
3630,OSU,2015,2,6,7,20,,,,,,143,Temptation,,20,160,70,,,3,5,16,19,,
3631,OSU,2015,2,6,8,20,3,20,We09403,25,We09426,102,We09403 x We09426,,19,170,65,,,1,4,15,19,,
3632,OSU,2015,2,6,8,19,1,36,Wu04806,22,We09415,63,Wu04806 x We09415,,21,190,75,,,3,5,15,19,,
3633,OSU,2015,2,6,8,18,2,9,We05410,34,We11416,75,We05410 x We11416,,26,170,80,,,4,4,16,18,,
3634,OSU,2015,2,6,8,17,,,,,,3,We02406,,16,140,50,,,2,5,14,13,,
3635,OSU,2015,2,6,8,16,2,9,We05410,29,We11403,74,We05410 x We11403,,23,185,40,,,3,4,16,17,,
3636,OSU,2015,2,6,8,15,,,,,,20,We09403,,21,130,50,,,,2,14,15,,
3637,OSU,2015,2,6,8,14,2,12,We07403a,34,We11416,80,We07403a x We11416,,23,140,50,,,3,4,15,17,,
3638,OSU,2015,2,6,8,13,,,,,,35,We12401,,3,110,40,,,,,,,,
3701,OSU,2015,2,7,9,11,,,,,,23,We09418,,11,100,50,,,2,2,15,17,,
3702,OSU,2015,2,7,9,12,3,23,We09418,25,We09426,107,We09418 x We09426,,21,145,50,,,2,3,15,17,,
3703,OSU,2015,2,7,9,13,,,,,,32,We11408,,15,125,40,,,5,1,15,19,,
3704,OSU,2015,2,7,9,14,,,,,,15,We08408,,19,130,60,,,3,4,14,14,,
3705,OSU,2015,2,7,9,15,3,23,We09418,10,We06409b,106,We09418 x We06409b,,19,160,65,,,3,3,15,17,,
3706,OSU,2015,2,7,9,16,2,9,We05410,14,We08407,72,We05410 x We08407,,22,170,50,,,5,4,15,16,,
3707,OSU,2015,2,7,9,17,3,18,We08417,30,We11406,99,We08417 x We11406,,19,150,60,,,3,4,16,18,,
3708,OSU,2015,2,7,9,18,1,38,Wu07812,17,We08413,57,Wu07812 x We08413,,25,150,50,,,3,5,16,18,,
3709,OSU,2015,2,7,9,19,,,,,,31,We11407,,5,120,30,,,,,,,,
3710,OSU,2015,2,7,9,20,3,23,We09418,35,We12401,110,We09418 x We12401,,20,145,60,,,2,4,16,19,,
3711,OSU,2015,2,7,10,20,1,4,We03418a,17,We08413,47,We03418a x We08413,,20,160,65,,,2,5,16,16,,
3712,OSU,2015,2,7,10,19,2,12,We07403a,29,We11403,79,We07403a x We11403,,18,170,80,,,2,4,17,19,,
3713,OSU,2015,2,7,10,18,2,12,We07403a,14,We08407,77,We07403a x We08407,,25,160,60,,,3,4,16,20,,
3714,OSU,2015,2,7,10,17,4,2,We02402,24,We09423a,120,We02402 x We09423a,,17,185,70,,,4,3,14,19,,
3715,OSU,2015,2,7,10,16,4,26,We1095407-2,13,We07403b,128,We1095407-2 x We07403b,,20,160,55,,,1,5,15,20,,
3716,OSU,2015,2,7,10,15,,,,,,10,We06409b,,3,110,35,,,,,,,,
3717,OSU,2015,2,7,10,14,2,33,We11409,29,We11403,89,We11409 x We11403,,18,170,75,,,2,4,17,18,,
3718,OSU,2015,2,7,10,13,1,38,Wu07812,32,We11408,60,Wu07812 x We11408,,24,145,40,,,4,3,15,17,,
3719,OSU,2015,2,7,10,12,2,15,We08408,34,We11416,85,We08408 x We11416,,16,160,70,,,5,5,14,15,,
3720,OSU,2015,2,7,10,11,1,4,We03418a,6,We04401,46,We03418a x We04401,,16,175,65,,,3,5,17,18,,
3721,OSU,2015,2,7,11,11,2,1,We01403,29,We11403,69,We01403 x We11403,,20,170,60,,,4,3,16,14,,
3722,OSU,2015,2,7,11,12,4,28,We11401,24,We09423a,135,We11401 x We09423a,,17,180,70,,,4,2,16,16,,
3723,OSU,2015,2,7,11,13,3,20,We09403,10,We06409b,101,We09403 x We06409b,,21,155,70,,,2,4,15,15,,
3724,OSU,2015,2,7,11,14,4,39,Wu10802R,24,We09423a,125,Wu10802R x We09423a,,18,185,65,,,4,4,15,13,,
3725,OSU,2015,2,7,11,15,,,,,,142,Who Gets Kissed?,Check,9,170,70,,,,2,17,17,,
3726,OSU,2015,2,7,11,16,,,,,,25,We09426,,12,115,20,,,1,2,14,18,,
3727,OSU,2015,2,7,11,17,3,37,Wu04819,10,We06409b,111,Wu04819 x We06409b,,25,170,70,,,2,4,16,17,,
3728,OSU,2015,2,7,11,18,3,20,We09403,35,We12401,105,We09403 x We12401,,23,140,50,,,3,2,16,16,,
3729,OSU,2015,2,7,11,19,3,16,We08411,25,We09426,92,We08411 x We09426,,23,165,40,,,1,4,15,19,,
3730,OSU,2015,2,7,11,20,,,,,,19,We08421a,,10,110,40,,,2,2,15,15,,
3731,OSU,2015,2,7,12,20,2,9,We05410,5,We03418b,71,We05410 x We03418b,,23,175,65,,,4,4,16,16,,
3732,OSU,2015,2,7,12,19,,,,,,29,We11403,,16,150,60,,,5,3,15,12,,
3733,OSU,2015,2,7,12,18,,,,,,40,Wu10803R,,11,160,70,,,4,4,12,14,,
3734,OSU,2015,2,7,12,17,3,37,Wu04819,25,We09426,112,Wu04819 x We09426,,16,175,80,,,2,3,16,20,,
3735,OSU,2015,2,7,12,16,3,20,We09403,30,We11406,104,We09403 x We11406,,22,170,65,,,2,4,15,16,,
3736,OSU,2015,2,7,12,15,,,,,,143,Temptation,Check,22,180,75,,,3,4,15,16,,
3737,OSU,2015,2,7,12,14,,,,,,141,Ambrosia,Check,5,150,60,,,2,3,16,19,,
3738,OSU,2015,2,7,12,13,3,37,Wu04819,30,We11406,114,Wu04819 x We11406,,22,155,60,,,2,4,15,14,,
3801,OSU,2015,2,8,13,11,,,,,,5,We03418b,,5,100,35,,,4,2,12,8,,
3802,OSU,2015,2,8,13,12,4,2,We02402,21,We09404,119,We02402 x We09404,,21,155,65,,,2,1,14,16,,
3803,OSU,2015,2,8,13,13,1,3,We02406,32,We11408,45,We02406 x We11408,,12,130,40,,,3,3,15,17,,
3804,OSU,2015,2,8,13,14,2,1,We01403,14,We08407,67,We01403 x We08407,,24,180,70,,,4,4,15,18,,
3805,OSU,2015,2,8,13,15,4,31,We11407,13,We07403b,138,We11407 x We07403b,,20,150,70,,,1,3,16,20,,
3806,OSU,2015,2,8,13,16,4,2,We02402,8,We05407,116,We02402 x We05407,,23,150,55,,,2,5,15,18,,
3807,OSU,2015,2,8,13,17,,,,,,4,We03418a,,10,110,40,,,3,4,15,14,,
3808,OSU,2015,2,8,13,18,,,,,,22,We09415,,14,155,55,,,4,1,15,16,,
3809,OSU,2015,2,8,13,19,1,7,We05401,6,We04401,51,We05401 x We04401,,19,145,50,,,3,4,16,16,,
3810,OSU,2015,2,8,13,20,3,37,Wu04819,35,We12401,115,Wu04819 x We12401,,16,155,50,,,2,4,16,18,,
3811,OSU,2015,2,8,14,20,4,39,Wu10802R,8,We05407,121,Wu10802R x We05407,,18,160,60,,,2,3,15,16,,
3812,OSU,2015,2,8,14,19,3,18,We08417,27,We1095407-4,98,We08417 x We1095407-4,,24,175,80,,,4,3,15,17,,
3813,OSU,2015,2,8,14,18,,,,,,12,We07403a,,21,140,50,,,3,3,15,15,,
3814,OSU,2015,2,8,14,17,4,39,Wu10802R,11,We06410,122,Wu10802R x We06410,,20,190,80,,,3,,,,,
3815,OSU,2015,2,8,14,16,,,,,,34,We11416,,18,170,80,,,4,4,14,14,,
3816,OSU,2015,2,8,14,15,2,12,We07403a,5,We03418b,76,We07403a x We03418b,,20,180,70,,,3,5,16,18,,
3817,OSU,2015,2,8,14,14,4,28,We11401,13,We07403b,133,We11401 x We07403b,,18,180,80,,,2,3,15,16,,
3818,OSU,2015,2,8,14,13,3,16,We08411,30,We11406,94,We08411 x We11406,,20,150,50,,,1,,,,,
3819,OSU,2015,2,8,14,12,2,9,We05410,19,We08421a,73,We05410 x We08421a,,23,165,60,,,4,3,16,19,,
3820,OSU,2015,2,8,14,11,1,36,Wu04806,6,We04401,61,Wu04806 x We04401,,19,180,70,,,3,4,15,14,,
3821,OSU,2015,2,8,15,11,,,,,,18,We08417,,21,125,40,,,3,2,13,13,,
3822,OSU,2015,2,8,15,12,3,16,We08411,27,We1095407-4,93,We08411 x We1095407-4,,19,185,80,,,2,4,16,18,,
3823,OSU,2015,2,8,15,13,3,18,We08417,35,We12401,100,We08417 x We12401,,18,145,30,,,2,3,16,18,,
3824,OSU,2015,2,8,15,14,3,16,We08411,35,We12401,95,We08411 x We12401,,19,160,60,,,2,4,17,20,,
3825,OSU,2015,2,8,15,15,,,,,,28,We11401,,19,175,60,,,2,1,16,12,,
3826,OSU,2015,2,8,15,16,,,,,,142,Who Gets Kissed?,Check,12,180,80,,,4,2,15,17,,
3827,OSU,2015,2,8,15,17,1,36,Wu04806,32,We11408,65,Wu04806 x We11408,,25,175,60,,,3,3,17,19,,
3828,OSU,2015,2,8,15,18,1,4,We03418a,32,We11408,50,We03418a x We11408,,20,150,60,,,3,3,16,19,,
3829,OSU,2015,2,8,15,19,,,,,,13,We07403b,,13,100,40,,,3,3,15,11,,
3830,OSU,2015,2,8,15,20,1,3,We02406,17,We08413,42,We02406 x We08413,,11,160,70,,,3,4,16,17,,
3831,OSU,2015,2,8,16,20,1,7,We05401,22,We09415,53,We05401 x We09415,,13,170,60,,,3,5,14,20,,
3832,OSU,2015,2,8,16,19,,,,,,7,We05401,,2,,,,,,,,,,
3833,OSU,2015,2,8,16,18,2,15,We08408,29,We11403,84,We08408 x We11403,,27,170,70,,,2,5,17,20,,
3834,OSU,2015,2,8,16,17,,,,,,143,Temptation,Check,24,170,70,,,3,4,16,19,,
3835,OSU,2015,2,8,16,16,4,2,We02402,13,We07403b,118,We02402 x We07403b,,19,180,70,,,1,3,15,19,,
3836,OSU,2015,2,8,16,15,1,38,Wu07812,6,We04401,56,Wu07812 x We04401,,23,165,75,,,3,4,15,16,,
3837,OSU,2015,2,8,16,14,,,,,,141,Ambrosia,Check,12,150,60,,,2,3,17,18,,
3838,OSU,2015,2,8,16,13,,,,,,11,We06410,,22,140,45,,,3,1,15,15,,
4101,CR,2015,1,1,1,1,4,26,We1095407-2,13,We07403b,128,We1095407-2 x We07403b,,16,115,30,1,2,,,,,64,66
4102,CR,2015,1,1,1,2,4,26,We1095407-2,24,We09423a,130,We1095407-2 x We09423a,,18,130,40,2,2,,,,,65,68
4103,CR,2015,1,1,1,3,4,26,We1095407-2,11,We06410,127,We1095407-2 x We06410,,19,140,35,1,3,,,,,66,68
4104,CR,2015,1,1,1,4,2,9,We05410,34,We11416,75,We05410 x We11416,,18,125,30,2,3,,,,,60,64
4105,CR,2015,1,1,1,5,3,16,We08411,27,We1095407-4,93,We08411 x We1095407-4,,21,175,75,2,1,,,,,71,70
4106,CR,2015,1,1,1,6,2,15,We08408,5,We03418b,81,We08408 x We03418b,,21,95,20,4,3,,,,,61,64
4107,CR,2015,1,1,1,7,3,37,Wu04819,35,We12401,115,Wu04819 x We12401,,21,115,25,3,4,,,,,68,68
4108,CR,2015,1,1,1,8,,,,,,30,We11406,,13,80,15,2,2,,,,,62,72
4109,CR,2015,1,1,1,9,1,38,Wu07812,40,Wu10803R,59,Wu07812 x Wu10803R,,25,140,40,1,2,,,,,68,68
4110,CR,2015,1,1,1,10,1,3,We02406,6,We04401,41,We02406 x We04401,,14,120,35,3,3,,,,,69,70
4111,CR,2015,1,1,2,10,,,,,,14,We08407,,18,95,15,2,4,,,,,64,68
4112,CR,2015,1,1,2,9,,,,,,142,Who Gets Kissed?,Check,20,155,50,4,4,,,,,73,72
4113,CR,2015,1,1,2,8,,,,,,143,Temptation,Check,22,110,40,,,,,,,58,59
4114,CR,2015,1,1,2,7,2,12,We07403a,5,We03418b,76,We07403a x We03418b,,21,100,25,2,2,,,,,65,68
4115,CR,2015,1,1,2,6,,,,,,39,Wu10802R,,19,110,40,1,2,,,,,73,70
4116,CR,2015,1,1,2,5,1,3,We02406,40,Wu10803R,44,We02406 x Wu10803R,,20,160,55,2,3,,,,,71,71
4117,CR,2015,1,1,2,4,1,4,We03418a,6,We04401,46,We03418a x We04401,,17,130,50,3,2,,,,,71,72
4118,CR,2015,1,1,2,3,1,7,We05401,22,We09415,53,We05401 x We09415,,18,95,20,3,2,,,,,63,64
